	BE_Earth	BE_ISS	Human	MRSA	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	MRSA_prop	fxn	p.val	p.adj.BH
DNA replication and repair protein RecF	3	21	32	47	2	100	100	100	100	100	DNA replication and repair protein RecF	1	1
DNA replication protein DnaD	3	21	32	47	2	100	100	100	100	100	DNA replication protein DnaD	1	1
DNA topoisomerase 1	3	21	32	47	2	100	100	100	100	100	DNA topoisomerase 1	1	1
DNA topoisomerase 3	3	21	32	47	2	100	100	100	100	100	DNA topoisomerase 3	1	1
DNA topoisomerase 4 subunit A	3	21	31	47	2	100	100	100	96.875	100	DNA topoisomerase 4 subunit A	0.501156705795976	1
DNA topoisomerase 4 subunit B	3	21	32	47	2	100	100	100	100	100	DNA topoisomerase 4 subunit B	1	1
DNA translocase FtsK	3	21	32	47	2	100	100	100	100	100	DNA translocase FtsK	1	1
DNA translocase SftA	3	21	32	47	2	100	100	100	100	100	DNA translocase SftA	1	1
DNA-3-methyladenine glycosylase	1	1	2	5	0	33.3333333333333	4.76190476190476	0	6.25	10.6382978723404	DNA-3-methyladenine glycosylase	0.496047943821026	1
DNA-3-methyladenine glycosylase 1	3	21	32	46	2	100	100	100	100	97.8723404255319	DNA-3-methyladenine glycosylase 1	0.663739357617865	1
DNA-binding protein HU	3	21	32	47	2	100	100	100	100	100	DNA-binding protein HU	1	1
DNA-directed RNA polymerase subunit alpha	3	21	32	47	2	100	100	100	100	100	DNA-directed RNA polymerase subunit alpha	1	1
DNA-directed RNA polymerase subunit beta	3	21	32	47	2	100	100	100	100	100	DNA-directed RNA polymerase subunit beta	1	1
DNA-directed RNA polymerase subunit beta'	3	21	32	47	2	100	100	100	100	100	DNA-directed RNA polymerase subunit beta'	1	1
DNA-directed RNA polymerase subunit omega	3	21	32	47	2	100	100	100	100	100	DNA-directed RNA polymerase subunit omega	1	1
dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	3	21	31	47	2	100	100	100	96.875	100	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	0.501156705795976	1
Elastin-binding protein EbpS	3	21	32	47	2	100	100	100	100	100	Elastin-binding protein EbpS	1	1
Elongation factor 4	3	21	32	47	2	100	100	100	100	100	Elongation factor 4	1	1
Elongation factor G	3	21	32	47	2	100	100	100	100	100	Elongation factor G	1	1
Elongation factor P	3	21	32	47	2	100	100	100	100	100	Elongation factor P	1	1
Elongation factor Ts	3	21	32	47	2	100	100	100	100	100	Elongation factor Ts	1	1
Elongation factor Tu	3	21	32	46	2	100	100	100	100	97.8723404255319	Elongation factor Tu	0.663739357617865	1
Endonuclease III	3	21	32	47	2	100	100	100	100	100	Endonuclease III	1	1
Endonuclease MutS2	3	21	32	47	2	100	100	100	100	100	Endonuclease MutS2	1	1
Endoribonuclease MazF	3	21	32	46	2	100	100	100	100	97.8723404255319	Endoribonuclease MazF	0.663739357617865	1
Endoribonuclease YbeY	3	21	32	47	2	100	100	100	100	100	Endoribonuclease YbeY	1	1
Energy-coupling factor transporter ATP-binding protein EcfA1	3	21	32	47	2	100	100	100	100	100	Energy-coupling factor transporter ATP-binding protein EcfA1	1	1
Energy-coupling factor transporter ATP-binding protein EcfA2	3	21	32	47	2	100	100	100	100	100	Energy-coupling factor transporter ATP-binding protein EcfA2	1	1
Energy-coupling factor transporter transmembrane protein EcfT	3	21	32	47	2	100	100	100	100	100	Energy-coupling factor transporter transmembrane protein EcfT	1	1
Energy-dependent translational throttle protein EttA	3	21	32	47	2	100	100	100	100	100	Energy-dependent translational throttle protein EttA	1	1
Enolase	3	21	32	46	2	100	100	100	100	97.8723404255319	Enolase	0.663739357617865	1
Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI	3	21	32	47	2	100	100	100	100	100	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI	1	1
Enterotoxin type A	3	21	32	47	2	100	100	100	100	100	Enterotoxin type A	1	1
Enterotoxin type C-1	0	1	0	0	0	0	4.76190476190476	0	0	0	Enterotoxin type C-1	0.359066896152729	1
Enterotoxin type E	0	1	5	9	0	0	4.76190476190476	0	15.625	19.1489361702128	Enterotoxin type E	0.282039507223347	1
Epidermal cell differentiation inhibitor	0	0	0	3	0	0	0	0	0	6.38297872340426	Epidermal cell differentiation inhibitor	0.185860042674731	1
Epimerase family protein	3	21	32	47	2	100	100	100	100	100	Epimerase family protein	1	1
Epoxyqueuosine reductase	3	21	32	47	2	100	100	100	100	100	Epoxyqueuosine reductase	1	1
ESAT-6 secretion accessory factor EsaA	3	21	31	47	2	100	100	100	96.875	100	ESAT-6 secretion accessory factor EsaA	0.501156705795976	1
ESAT-6 secretion accessory factor EsaB	3	21	31	47	2	100	100	100	96.875	100	ESAT-6 secretion accessory factor EsaB	0.501156705795976	1
ESAT-6 secretion machinery protein EssB	3	21	31	47	2	100	100	100	96.875	100	ESAT-6 secretion machinery protein EssB	0.501156705795976	1
ESAT-6 secretion machinery protein EssC	3	21	31	47	2	100	100	100	96.875	100	ESAT-6 secretion machinery protein EssC	0.501156705795976	1
ESAT-6 secretion system extracellular protein A	3	21	31	47	2	100	100	100	96.875	100	ESAT-6 secretion system extracellular protein A	0.501156705795976	1
ESAT-6 secretion system extracellular protein B	2	17	20	40	1	66.6666666666667	80.9523809523809	50	62.5	85.1063829787234	ESAT-6 secretion system extracellular protein B	0.129119394917653	1
ESAT-6 secretion system extracellular protein C	2	17	20	40	1	66.6666666666667	80.9523809523809	50	62.5	85.1063829787234	ESAT-6 secretion system extracellular protein C	0.129119394917653	1
ESAT-6 secretion system extracellular protein D	2	17	20	40	1	66.6666666666667	80.9523809523809	50	62.5	85.1063829787234	ESAT-6 secretion system extracellular protein D	0.129119394917653	1
ESX secretion system protein YueB	3	21	32	47	2	100	100	100	100	100	ESX secretion system protein YueB	1	1
Exodeoxyribonuclease 7 large subunit	3	21	32	47	2	100	100	100	100	100	Exodeoxyribonuclease 7 large subunit	1	1
Exodeoxyribonuclease 7 small subunit	3	21	32	47	2	100	100	100	100	100	Exodeoxyribonuclease 7 small subunit	1	1
Exotoxin type C	3	21	32	47	2	100	100	100	100	100	Exotoxin type C	1	1
Extracellular matrix protein-binding protein emp	3	21	31	47	2	100	100	100	96.875	100	Extracellular matrix protein-binding protein emp	0.501156705795974	1
Extracellular matrix-binding protein ebh	3	21	32	47	2	100	100	100	100	100	Extracellular matrix-binding protein ebh	1	1
FAD-dependent urate hydroxylase	3	21	32	47	2	100	100	100	100	100	FAD-dependent urate hydroxylase	1	1
Farnesyl diphosphate synthase	3	21	32	47	2	100	100	100	100	100	Farnesyl diphosphate synthase	1	1
Fe(2 ) transporter FeoB	3	21	32	47	2	100	100	100	100	100	Fe(2 ) transporter FeoB	1	1
Fe(3 ) dicitrate transport system permease protein FecD	3	21	32	47	2	100	100	100	100	100	Fe(3 ) dicitrate transport system permease protein FecD	1	1
Fe(3 ) dicitrate-binding periplasmic protein	0	1	0	1	0	0	4.76190476190476	0	0	2.12765957446809	Fe(3 ) dicitrate-binding periplasmic protein	0.570805762073358	1
Fe(3 )-citrate-binding protein YfmC	3	21	32	47	2	100	100	100	100	100	Fe(3 )-citrate-binding protein YfmC	1	1
Fe/S biogenesis protein NfuA	3	21	32	47	2	100	100	100	100	100	Fe/S biogenesis protein NfuA	1	1
Ferredoxin	3	21	32	47	2	100	100	100	100	100	Ferredoxin	1	1
Ferredoxin--NADP reductase	3	21	32	47	2	100	100	100	100	100	Ferredoxin--NADP reductase	1	1
Ferric enterobactin transport ATP-binding protein FepC	3	21	32	47	2	100	100	100	100	100	Ferric enterobactin transport ATP-binding protein FepC	1	1
Ferric uptake regulation protein	3	21	32	47	2	100	100	100	100	100	Ferric uptake regulation protein	1	1
Ferrochelatase	3	21	31	47	2	100	100	100	96.875	100	Ferrochelatase	0.501156705795976	1
Ferrous iron permease EfeU	3	21	32	47	2	100	100	100	100	100	Ferrous iron permease EfeU	1	1
Ferrous-iron efflux pump FieF	3	21	32	47	2	100	100	100	100	100	Ferrous-iron efflux pump FieF	1	1
FeS cluster assembly protein SufB	3	21	32	47	2	100	100	100	100	100	FeS cluster assembly protein SufB	1	1
Fibrinogen-binding protein	3	21	30	47	2	100	100	100	93.75	100	Fibrinogen-binding protein	0.189870628386068	1
Fibronectin-binding protein A	3	21	30	47	1	100	100	50	93.75	100	Fibronectin-binding protein A	0.189870628386069	1
Flavohemoprotein	3	21	32	47	2	100	100	100	100	100	Flavohemoprotein	1	1
FMN-dependent NADH-azoreductase	3	21	30	47	2	100	100	100	93.75	100	FMN-dependent NADH-azoreductase	0.189870628386068	1
FMN-dependent NADPH-azoreductase	3	21	32	46	2	100	100	100	100	97.8723404255319	FMN-dependent NADPH-azoreductase	0.663739357617865	1
Foldase protein PrsA	3	21	32	46	2	100	100	100	100	97.8723404255319	Foldase protein PrsA	0.663739357617865	1
Folylpolyglutamate synthase	3	21	32	47	2	100	100	100	100	100	Folylpolyglutamate synthase	1	1
Formamidopyrimidine-DNA glycosylase	3	21	32	47	2	100	100	100	100	100	Formamidopyrimidine-DNA glycosylase	1	1
Formate acetyltransferase	3	21	32	47	2	100	100	100	100	100	Formate acetyltransferase	1	1
Formate--tetrahydrofolate ligase	3	21	32	47	2	100	100	100	100	100	Formate--tetrahydrofolate ligase	1	1
Formimidoylglutamase	3	21	32	47	2	100	100	100	100	100	Formimidoylglutamase	1	1
Free methionine-R-sulfoxide reductase	3	21	32	47	2	100	100	100	100	100	Free methionine-R-sulfoxide reductase	1	1
Fructokinase	3	21	32	47	2	100	100	100	100	100	Fructokinase	1	1
Fructose-1,6-bisphosphatase class 3	3	21	32	47	2	100	100	100	100	100	Fructose-1,6-bisphosphatase class 3	1	1
Fructose-bisphosphate aldolase	3	21	32	47	2	100	100	100	100	100	Fructose-bisphosphate aldolase	1	1
Fructose-bisphosphate aldolase class 1	3	21	32	47	2	100	100	100	100	100	Fructose-bisphosphate aldolase class 1	1	1
Fumarate hydratase class II	3	21	32	47	2	100	100	100	100	100	Fumarate hydratase class II	1	1
Fumarate reductase flavoprotein subunit	3	21	32	47	2	100	100	100	100	100	Fumarate reductase flavoprotein subunit	1	1
Fumarate reductase iron-sulfur subunit	3	21	32	47	2	100	100	100	100	100	Fumarate reductase iron-sulfur subunit	1	1
Galactitol-1-phosphate 5-dehydrogenase	3	21	32	47	2	100	100	100	100	100	Galactitol-1-phosphate 5-dehydrogenase	1	1
Galactokinase	3	21	32	47	2	100	100	100	100	100	Galactokinase	1	1
Galactose-6-phosphate isomerase subunit LacA	3	21	32	47	2	100	100	100	100	100	Galactose-6-phosphate isomerase subunit LacA	1	1
Galactose-6-phosphate isomerase subunit LacB	3	21	32	47	2	100	100	100	100	100	Galactose-6-phosphate isomerase subunit LacB	1	1
Gamma-DL-glutamyl hydrolase	0	0	0	2	0	0	0	0	0	4.25531914893617	Gamma-DL-glutamyl hydrolase	0.36388835018841	1
Gamma-glutamyltranspeptidase	3	21	32	47	2	100	100	100	100	100	Gamma-glutamyltranspeptidase	1	1
Gamma-hemolysin component A	3	21	32	43	2	100	100	100	100	91.4893617021277	Gamma-hemolysin component A	0.0908620948380625	1
Gamma-hemolysin component B	3	21	32	47	2	100	100	100	100	100	Gamma-hemolysin component B	1	1
Gamma-hemolysin component C	3	21	32	47	2	100	100	100	100	100	Gamma-hemolysin component C	1	1
General stress protein 13	3	21	32	47	2	100	100	100	100	100	General stress protein 13	1	1
General stress protein 20U	3	21	32	47	2	100	100	100	100	100	General stress protein 20U	1	1
General stress protein 26	3	21	32	47	2	100	100	100	100	100	General stress protein 26	1	1
General stress protein 69	3	21	32	47	2	100	100	100	100	100	General stress protein 69	1	1
GlcA/glcB genes antiterminator	3	21	32	47	2	100	100	100	100	100	GlcA/glcB genes antiterminator	1	1
Glucokinase	3	21	32	47	2	100	100	100	100	100	Glucokinase	1	1
Gluconeogenesis factor	3	21	32	47	2	100	100	100	100	100	Gluconeogenesis factor	1	1
Glucosaminate ammonia-lyase	3	21	32	47	2	100	100	100	100	100	Glucosaminate ammonia-lyase	1	1
Glucosamine-6-phosphate deaminase	3	21	32	47	2	100	100	100	100	100	Glucosamine-6-phosphate deaminase	1	1
Glucose--fructose oxidoreductase	3	21	32	47	2	100	100	100	100	100	Glucose--fructose oxidoreductase	1	1
Glucose-6-phosphate 1-dehydrogenase	3	21	32	47	2	100	100	100	100	100	Glucose-6-phosphate 1-dehydrogenase	1	1
Glucose-6-phosphate isomerase	3	21	32	47	2	100	100	100	100	100	Glucose-6-phosphate isomerase	1	1
Glutamate racemase	3	21	32	47	2	100	100	100	100	100	Glutamate racemase	1	1
Glutamate synthase [NADPH] large chain	3	21	32	47	2	100	100	100	100	100	Glutamate synthase [NADPH] large chain	1	1
Glutamate--tRNA ligase	3	21	32	47	2	100	100	100	100	100	Glutamate--tRNA ligase	1	1
Glutamate-1-semialdehyde 2,1-aminomutase 1	3	21	32	47	2	100	100	100	100	100	Glutamate-1-semialdehyde 2,1-aminomutase 1	1	1
Glutamate-1-semialdehyde 2,1-aminomutase 2	3	21	32	47	2	100	100	100	100	100	Glutamate-1-semialdehyde 2,1-aminomutase 2	1	1
Glutamine synthetase	3	21	32	47	2	100	100	100	100	100	Glutamine synthetase	1	1
Glutamine transport ATP-binding protein GlnQ	3	21	32	47	2	100	100	100	100	100	Glutamine transport ATP-binding protein GlnQ	1	1
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	3	21	32	47	2	100	100	100	100	100	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	1	1
Glutamyl aminopeptidase	3	21	32	47	2	100	100	100	100	100	Glutamyl aminopeptidase	1	1
Glutamyl endopeptidase	3	21	29	45	2	100	100	100	90.625	95.7446808510638	Glutamyl endopeptidase	0.314049855522776	1
Glutamyl-tRNA reductase	3	21	32	47	2	100	100	100	100	100	Glutamyl-tRNA reductase	1	1
Glutamyl-tRNA(Gln) amidotransferase subunit A	3	21	32	47	2	100	100	100	100	100	Glutamyl-tRNA(Gln) amidotransferase subunit A	1	1
Glutaredoxin-like protein NrdH	3	21	32	47	2	100	100	100	100	100	Glutaredoxin-like protein NrdH	1	1
Glutathione amide reductase	1	0	1	3	0	33.3333333333333	0	0	3.125	6.38297872340426	Glutathione amide reductase	0.173734797008587	1
Glutathione import ATP-binding protein GsiA	3	21	32	47	2	100	100	100	100	100	Glutathione import ATP-binding protein GsiA	1	1
Glutathione peroxidase  BsaA	3	21	32	47	2	100	100	100	100	100	Glutathione peroxidase  BsaA	1	1
Glutathione transport system permease protein GsiC	3	21	32	47	2	100	100	100	100	100	Glutathione transport system permease protein GsiC	1	1
Glutathione transport system permease protein GsiD	3	21	32	47	2	100	100	100	100	100	Glutathione transport system permease protein GsiD	1	1
Glutathione-binding protein GsiB	3	21	32	47	2	100	100	100	100	100	Glutathione-binding protein GsiB	1	1
Glyceraldehyde-3-phosphate dehydrogenase 1	3	21	32	46	2	100	100	100	100	97.8723404255319	Glyceraldehyde-3-phosphate dehydrogenase 1	0.663739357617865	1
Glyceraldehyde-3-phosphate dehydrogenase 2	3	21	32	47	2	100	100	100	100	100	Glyceraldehyde-3-phosphate dehydrogenase 2	1	1
Glycerate 2-kinase	3	21	32	47	2	100	100	100	100	100	Glycerate 2-kinase	1	1
Glycerol kinase	3	21	32	47	2	100	100	100	100	100	Glycerol kinase	1	1
Glycerol uptake facilitator protein	3	21	32	47	2	100	100	100	100	100	Glycerol uptake facilitator protein	1	1
Glycerol uptake operon antiterminator regulatory protein	3	21	32	47	2	100	100	100	100	100	Glycerol uptake operon antiterminator regulatory protein	1	1
Glycerol-3-phosphate acyltransferase	3	21	31	46	2	100	100	100	96.875	97.8723404255319	Glycerol-3-phosphate acyltransferase	0.765385262637545	1
Glycerol-3-phosphate cytidylyltransferase	3	21	32	47	2	100	100	100	100	100	Glycerol-3-phosphate cytidylyltransferase	1	1
Glycerol-3-phosphate dehydrogenase [NAD(P) ]	3	21	32	47	2	100	100	100	100	100	Glycerol-3-phosphate dehydrogenase [NAD(P) ]	1	1
Glycerol-3-phosphate transporter	3	21	32	47	2	100	100	100	100	100	Glycerol-3-phosphate transporter	1	1
Glycerophosphodiester phosphodiesterase	3	21	32	47	2	100	100	100	100	100	Glycerophosphodiester phosphodiesterase	1	1
Glycerophosphodiester phosphodiesterase, cytoplasmic	3	21	32	47	2	100	100	100	100	100	Glycerophosphodiester phosphodiesterase, cytoplasmic	1	1
Glycine betaine transporter OpuD	3	21	32	47	2	100	100	100	100	100	Glycine betaine transporter OpuD	1	1
Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA	0	1	0	0	0	0	4.76190476190476	0	0	0	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA	0.359066896152729	1
Glycine cleavage system H protein	3	21	32	47	2	100	100	100	100	100	Glycine cleavage system H protein	1	1
Glycine cleavage system H-like protein	3	21	32	47	2	100	100	100	100	100	Glycine cleavage system H-like protein	1	1
Glycine--tRNA ligase	3	21	32	46	2	100	100	100	100	97.8723404255319	Glycine--tRNA ligase	0.663739357617865	1
Glycosyltransferase Gtf1	3	21	32	47	2	100	100	100	100	100	Glycosyltransferase Gtf1	1	1
Glycosyltransferase stabilizing protein Gtf2	0	1	0	0	0	0	4.76190476190476	0	0	0	Glycosyltransferase stabilizing protein Gtf2	0.359066896152729	1
Glycosyltransferase-stabilizing protein Gtf2	3	21	32	47	2	100	100	100	100	100	Glycosyltransferase-stabilizing protein Gtf2	1	1
Glycyl-glycine endopeptidase LytM	3	21	32	47	2	100	100	100	100	100	Glycyl-glycine endopeptidase LytM	1	1
Glyoxal reductase	3	21	32	47	2	100	100	100	100	100	Glyoxal reductase	1	1
Glyoxylate/hydroxypyruvate reductase B	3	21	32	47	2	100	100	100	100	100	Glyoxylate/hydroxypyruvate reductase B	1	1
GMP reductase	3	21	32	47	2	100	100	100	100	100	GMP reductase	1	1
GMP synthase [glutamine-hydrolyzing]	3	21	32	47	2	100	100	100	100	100	GMP synthase [glutamine-hydrolyzing]	1	1
Gramicidin S synthase 2	3	21	32	47	2	100	100	100	100	100	Gramicidin S synthase 2	1	1
Group 2 truncated hemoglobin YjbI	3	21	32	47	2	100	100	100	100	100	Group 2 truncated hemoglobin YjbI	1	1
GTP 3',8-cyclase	3	21	32	47	2	100	100	100	100	100	GTP 3',8-cyclase	1	1
GTP cyclohydrolase 1 type 2 	3	21	32	46	2	100	100	100	100	97.8723404255319	GTP cyclohydrolase 1 type 2 	0.663739357617865	1
GTP cyclohydrolase FolE2	3	21	32	47	2	100	100	100	100	100	GTP cyclohydrolase FolE2	1	1
GTP cyclohydrolase-2	0	1	0	0	0	0	4.76190476190476	0	0	0	GTP cyclohydrolase-2	0.359066896152729	1
GTP pyrophosphokinase	3	21	32	47	2	100	100	100	100	100	GTP pyrophosphokinase	1	1
GTP pyrophosphokinase YjbM	3	21	32	47	2	100	100	100	100	100	GTP pyrophosphokinase YjbM	1	1
GTP pyrophosphokinase YwaC	3	21	32	47	2	100	100	100	100	100	GTP pyrophosphokinase YwaC	1	1
GTP-binding protein TypA/BipA	3	21	32	47	2	100	100	100	100	100	GTP-binding protein TypA/BipA	1	1
GTP-sensing transcriptional pleiotropic repressor CodY	3	21	32	47	2	100	100	100	100	100	GTP-sensing transcriptional pleiotropic repressor CodY	1	1
GTPase Der	3	21	32	47	2	100	100	100	100	100	GTPase Der	1	1
GTPase Era	3	21	32	46	2	100	100	100	100	97.8723404255319	GTPase Era	0.663739357617865	1
GTPase HflX	3	21	32	47	2	100	100	100	100	100	GTPase HflX	1	1
GTPase Obg	3	21	32	47	2	100	100	100	100	100	GTPase Obg	1	1
Guanine/hypoxanthine permease PbuG	3	21	32	47	2	100	100	100	100	100	Guanine/hypoxanthine permease PbuG	1	1
Guanylate kinase	3	21	32	47	2	100	100	100	100	100	Guanylate kinase	1	1
Haloacetate dehalogenase H-1	3	21	32	46	2	100	100	100	100	97.8723404255319	Haloacetate dehalogenase H-1	0.663739357617865	1
Hca operon transcriptional activator HcaR	0	0	1	2	0	0	0	0	3.125	4.25531914893617	Hca operon transcriptional activator HcaR	0.63984841930032	1
Heat shock protein 15	3	21	32	47	2	100	100	100	100	100	Heat shock protein 15	1	1
Heat-inducible transcription repressor HrcA	3	21	32	47	2	100	100	100	100	100	Heat-inducible transcription repressor HrcA	1	1
Heme A synthase	3	21	32	47	2	100	100	100	100	100	Heme A synthase	1	1
Heme oxygenase (staphylobilin-producing) 1	3	21	32	47	2	100	100	100	100	100	Heme oxygenase (staphylobilin-producing) 1	1	1
Heme oxygenase (staphylobilin-producing) 2	3	21	32	47	2	100	100	100	100	100	Heme oxygenase (staphylobilin-producing) 2	1	1
Heme response regulator HssR	3	21	32	47	2	100	100	100	100	100	Heme response regulator HssR	1	1
Heme sensor protein HssS	3	21	32	47	2	100	100	100	100	100	Heme sensor protein HssS	1	1
Heme-degrading monooxygenase HmoB	3	21	32	47	2	100	100	100	100	100	Heme-degrading monooxygenase HmoB	1	1
Hemolysin C	3	21	32	47	2	100	100	100	100	100	Hemolysin C	1	1
Heptaprenyl diphosphate synthase component 2	3	21	32	47	2	100	100	100	100	100	Heptaprenyl diphosphate synthase component 2	1	1
Heptaprenylglyceryl phosphate synthase	3	21	32	47	2	100	100	100	100	100	Heptaprenylglyceryl phosphate synthase	1	1
Hexose-6-phosphate:phosphate antiporter	3	21	32	47	2	100	100	100	100	100	Hexose-6-phosphate:phosphate antiporter	1	1
High-affinity gluconate transporter	3	21	32	47	2	100	100	100	100	100	High-affinity gluconate transporter	1	1
High-affinity heme uptake system protein IsdE	3	21	32	47	2	100	100	100	100	100	High-affinity heme uptake system protein IsdE	1	1
